  -Infinity  -Infinity  -Infinity  0.147E+02  0.137E+02  0.135E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.133E+02  0.133E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.131E+02  0.130E+02  0.130E+02  0.129E+02  0.129E+02  0.127E+02  0.126E+02  0.125E+02  0.124E+02  0.123E+02  0.121E+02  0.119E+02  0.117E+02  0.115E+02  0.112E+02  0.109E+02  0.105E+02  0.102E+02  0.995E+01  0.976E+01  0.967E+01  0.946E+01  0.956E+01  0.949E+01  0.934E+01  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.934E+01  0.949E+01  0.956E+01  0.946E+01  0.967E+01  0.976E+01  0.995E+01  0.102E+02  0.105E+02  0.109E+02  0.112E+02  0.115E+02  0.117E+02  0.119E+02  0.121E+02  0.123E+02  0.124E+02  0.125E+02  0.126E+02  0.127E+02  0.129E+02  0.129E+02  0.130E+02  0.130E+02  0.131E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.133E+02  0.133E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.135E+02  0.137E+02  0.147E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.138E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.134E+02  0.134E+02  0.132E+02  0.131E+02  0.134E+02  0.136E+02  0.131E+02  0.135E+02  0.135E+02  0.135E+02  0.135E+02  0.132E+02  0.132E+02  0.134E+02  0.136E+02  0.131E+02  0.135E+02  0.135E+02  0.135E+02  0.135E+02  0.134E+02  0.136E+02  0.131E+02  0.135E+02  0.135E+02  0.135E+02  0.136E+02  0.131E+02  0.136E+02  0.136E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.136E+02  0.136E+02  0.131E+02  0.136E+02  0.135E+02  0.135E+02  0.135E+02  0.131E+02  0.136E+02  0.134E+02  0.135E+02  0.135E+02  0.135E+02  0.135E+02  0.131E+02  0.136E+02  0.134E+02  0.132E+02  0.132E+02  0.135E+02  0.135E+02  0.135E+02  0.135E+02  0.131E+02  0.136E+02  0.134E+02  0.131E+02  0.132E+02  0.134E+02  0.134E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.138E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.139E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.134E+02  0.133E+02  0.133E+02  0.135E+02  0.131E+02  0.132E+02  0.131E+02  0.135E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.136E+02  0.131E+02  0.135E+02  0.135E+02  0.135E+02  0.136E+02  0.131E+02  0.136E+02  0.136E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.136E+02  0.136E+02  0.131E+02  0.136E+02  0.135E+02  0.135E+02  0.135E+02  0.131E+02  0.136E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.135E+02  0.131E+02  0.132E+02  0.131E+02  0.135E+02  0.133E+02  0.133E+02  0.134E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.139E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.140E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.133E+02  0.135E+02  0.131E+02  0.132E+02  0.131E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.135E+02  0.135E+02  0.134E+02  0.137E+02  0.135E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.135E+02  0.137E+02  0.134E+02  0.135E+02  0.135E+02  0.134E+02  0.134E+02  0.134E+02  0.134E+02  0.131E+02  0.132E+02  0.131E+02  0.135E+02  0.133E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.140E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.140E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.134E+02  0.134E+02  0.132E+02  0.131E+02  0.135E+02  0.135E+02  0.134E+02  0.137E+02  0.134E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.134E+02  0.137E+02  0.134E+02  0.135E+02  0.135E+02  0.131E+02  0.132E+02  0.134E+02  0.134E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.140E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.141E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.132E+02  0.132E+02  0.131E+02  0.135E+02  0.134E+02  0.135E+02  0.135E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.135E+02  0.135E+02  0.134E+02  0.135E+02  0.131E+02  0.132E+02  0.132E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.141E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.141E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.141E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.141E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.132E+02  0.137E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.137E+02  0.132E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.141E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.141E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.130E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.136E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.185E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.185E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.136E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.130E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.141E+02  -Infinity  -Infinity -0.700E+01
  -Infinity  -Infinity  -Infinity  0.141E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.131E+02  0.130E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.136E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.184E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.136E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.132E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.131E+02  0.130E+02  0.131E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.130E+02  0.129E+02  0.130E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.129E+02  0.141E+02  -Infinity  -Infinity -0.700E+01
